ms,x,y,theta1,theta2
349397,159.093190,253.087650,-20.000000,-87.000000
349401,159.648360,254.961900,-20.000000,-85.000000
349405,161.116520,260.638760,-20.000000,-84.000000
349409,161.116520,260.638760,-20.000000,-82.000000
349414,164.414170,263.533630,-20.000000,-80.000000
349417,164.414170,263.533630,-20.000000,-79.000000
349422,165.093020,267.383580,-21.000000,-78.000000
349426,165.093020,267.383580,-21.000000,-77.000000
349430,167.850220,268.344540,-21.000000,-75.000000
349434,166.199100,277.091520,-21.000000,-74.000000
349438,168.514010,274.170470,-22.000000,-73.000000
349443,171.118300,275.104030,-22.000000,-71.000000
349447,171.237640,277.055110,-22.000000,-70.000000
349450,171.322910,279.008000,-22.000000,-69.000000
349455,171.374070,280.962070,-23.000000,-68.000000
349459,173.806920,279.904210,-23.000000,-67.000000
349464,173.806920,283.813570,-23.000000,-65.000000
349467,171.118300,290.729460,-23.000000,-64.000000
349471,170.964940,292.678190,-23.000000,-63.000000
349476,173.397780,291.620330,-23.000000,-61.000000
349480,172.989140,295.508240,-24.000000,-60.000000
349484,172.989140,295.508240,-24.000000,-59.000000
349488,172.445070,299.379550,-24.000000,-57.000000
349493,168.943660,306.202880,-23.000000,-55.000000
349496,171.376500,305.144990,-24.000000,-55.000000
349500,170.953410,307.053410,-24.000000,-55.000000
349505,173.790500,304.044890,-24.000000,-53.000000
349509,170.497090,308.954130,-24.000000,-52.000000
349513,170.497090,308.954130,-24.000000,-52.000000
349517,169.485280,312.730260,-24.000000,-51.000000
349521,171.899290,311.630160,-24.000000,-50.000000
349526,168.930100,314.604520,-24.000000,-49.000000
349529,168.342300,316.468780,-24.000000,-49.000000
349534,171.899290,311.630160,-24.000000,-48.000000
349538,170.136050,317.222410,-24.000000,-47.000000
349542,167.069550,320.165160,-23.000000,-46.000000
349546,167.069550,320.165160,-24.000000,-47.000000
349550,170.136050,317.222410,-25.000000,-46.000000
349555,170.136050,317.222410,-24.000000,-46.000000
349558,169.483550,319.065060,-26.000000,-46.000000
349563,176.667860,309.304350,-27.000000,-47.000000
349567,172.530490,316.080320,-25.000000,-45.000000
349571,168.082550,322.714720,-25.000000,-44.000000
349575,171.877990,317.922940,-27.000000,-45.000000
349579,177.257750,313.671630,-27.000000,-44.000000
349584,173.567570,318.570190,-26.000000,-43.000000
349587,173.567570,318.570190,-27.000000,-42.000000
349591,175.920680,317.345210,-28.000000,-42.000000
349596,175.920680,317.345210,-28.000000,-40.000000
349600,174.456220,320.969880,-28.000000,-40.000000
349604,178.252080,316.079410,-29.000000,-39.000000
349608,176.787600,319.704070,-29.000000,-38.000000
349612,179.844570,316.591800,-30.000000,-38.000000
349616,176.008150,321.496700,-29.000000,-36.000000
349620,177.506470,321.969120,-31.000000,-36.000000
349625,180.602870,318.843930,-31.000000,-35.000000
349629,178.950710,322.386990,-31.000000,-34.000000
349633,179.792270,320.622680,-31.000000,-34.000000
349637,182.054200,319.236570,-32.000000,-33.000000
349641,181.212650,321.000890,-32.000000,-32.000000
349646,183.450070,319.575470,-33.000000,-32.000000
349649,186.503780,316.346950,-34.000000,-32.000000
349654,190.280170,311.272980,-34.000000,-31.000000
349658,188.690090,314.844360,-34.000000,-30.000000
349662,188.690090,314.844360,-35.000000,-30.000000
349666,188.690090,314.844360,-36.000000,-30.000000
349670,193.792970,309.947080,-36.000000,-29.000000
349675,192.982360,311.725830,-36.000000,-28.000000
349679,192.140810,313.490140,-37.000000,-28.000000
349682,195.087010,310.110870,-38.000000,-28.000000
349687,197.973790,306.680690,-39.000000,-27.000000
349691,197.973790,306.680690,-39.000000,-27.000000
349696,200.800260,303.200620,-40.000000,-27.000000
349699,200.020810,304.993260,-40.000000,-27.000000
349704,202.817500,301.477720,-41.000000,-26.000000
349708,205.552440,297.913940,-42.000000,-26.000000
349712,208.224750,294.302980,-43.000000,-27.000000
349716,210.833650,290.645870,-44.000000,-26.000000
349720,210.149080,292.476840,-44.000000,-26.000000
349725,210.149080,292.476840,-44.000000,-26.000000
349729,213.378300,286.943850,-46.000000,-26.000000
349732,215.857970,283.197970,-47.000000,-25.000000
349737,217.684080,281.273620,-47.000000,-25.000000
349741,220.064150,277.453490,-48.000000,-26.000000
349745,220.619320,275.579220,-49.000000,-26.000000
349749,222.899570,271.708680,-49.000000,-25.000000
349754,222.377170,273.592350,-49.000000,-25.000000
349758,224.622440,269.691440,-50.000000,-25.000000
349762,227.255650,263.851170,-51.000000,-26.000000
349766,226.799320,265.751920,-51.000000,-25.000000
349770,226.799320,265.751920,-51.000000,-24.000000
349775,228.907090,261.775050,-52.000000,-25.000000
349778,229.330170,259.866640,-52.000000,-25.000000
349782,231.334840,255.846480,-53.000000,-25.000000
